"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Endothelial Cell","Fibroblast","TGFB1","TGFbR1_R2",0.000497417467114774,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast","Fibroblast","TGFB1","TGFbR1_R2",9.78997472998295e-05,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Macrophage","Fibroblast","TGFB1","TGFbR1_R2",0.000589445135796582,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mast Cell","Fibroblast","TGFB1","TGFbR1_R2",0.000777756682172599,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelial Cell","Macrophage","TGFB1","TGFbR1_R2",0.00137475039953302,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast","Macrophage","TGFB1","TGFbR1_R2",0.000270542846516123,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Macrophage","Macrophage","TGFB1","TGFbR1_R2",0.00162925958129173,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mast Cell","Macrophage","TGFB1","TGFbR1_R2",0.00215014214798009,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast","Fibroblast","TGFB3","TGFbR1_R2",0.000142598945107847,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast","Macrophage","TGFB3","TGFbR1_R2",0.000394128598907679,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelial Cell","Fibroblast","TGFB1","ACVR1_TGFbR",0.00159130759937703,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast","Fibroblast","TGFB1","ACVR1_TGFbR",0.00119761417353825,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Macrophage","Fibroblast","TGFB1","ACVR1_TGFbR",0.00195025114941295,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Mast Cell","Fibroblast","TGFB1","ACVR1_TGFbR",0.00257349182194325,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast","Fibroblast","TGFB3","ACVR1_TGFbR",0.00174453486763582,0,"TGFB3_ACVR1_TGFBR1","TGFB3 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Tumor Cell","CAF","BMP7","ACVR1_BMPR2",0.000670759352673996,0,"BMP7_ACVR1_BMPR2","BMP7 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Tumor Cell","Ciliated Cell","BMP7","ACVR1_BMPR2",0.000396034905948246,0,"BMP7_ACVR1_BMPR2","BMP7 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Tumor Cell","Fibroblast","BMP7","ACVR1_BMPR2",0.00104739198658292,0,"BMP7_ACVR1_BMPR2","BMP7 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Tumor Cell","Tumor Cell","BMP7","ACVR1_BMPR2",0.00054094177565285,0,"BMP7_ACVR1_BMPR2","BMP7 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","GDF15","TGFBR2",0.00539387270342948,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Alveolar Epithelial Cell","GDF15","TGFBR2",0.00615527790275846,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","CAF","GDF15","TGFBR2",0.00288754549247632,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","CAF","GDF15","TGFBR2",0.00329632724700084,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Endothelial Cell","GDF15","TGFBR2",0.0160592966257744,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Endothelial Cell","GDF15","TGFBR2",0.0182985465257893,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Fibroblast","GDF15","TGFBR2",0.00462227384973357,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Fibroblast","GDF15","TGFBR2",0.0052753369827453,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Macrophage","GDF15","TGFBR2",0.00210990840119069,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Macrophage","GDF15","TGFBR2",0.00240886819877495,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Mast Cell","GDF15","TGFBR2",0.00179246546433865,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Mast Cell","GDF15","TGFBR2",0.00204653798458713,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Fibroblast","Alveolar Epithelial Cell","WNT2","FZD5_LRP6",0.000301357931016024,0,"WNT2_FZD5_LRP6","WNT2 - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Alveolar Epithelial Cell","WNT2","FZD6_LRP6",0.000302444496071429,0,"WNT2_FZD6_LRP6","WNT2 - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Tumor Cell","WNT2","FZD6_LRP6",0.000451186667867299,0,"WNT2_FZD6_LRP6","WNT2 - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Tumor Cell","WNT2","FZD7_LRP6",0.000235205888119025,0,"WNT2_FZD7_LRP6","WNT2 - (FZD7+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Alveolar Epithelial Cell","WNT2B","FZD5_LRP6",0.000399396899348375,0,"WNT2B_FZD5_LRP6","WNT2B - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Alveolar Epithelial Cell","WNT2B","FZD6_LRP6",0.00040083810011163,0,"WNT2B_FZD6_LRP6","WNT2B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Tumor Cell","WNT2B","FZD6_LRP6",0.000598154296358926,0,"WNT2B_FZD6_LRP6","WNT2B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Tumor Cell","WNT2B","FZD7_LRP6",0.000311655756370745,0,"WNT2B_FZD7_LRP6","WNT2B - (FZD7+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Alveolar Epithelial Cell","WNT7B","FZD5_LRP6",0.000938157478708484,0,"WNT7B_FZD5_LRP6","WNT7B - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Alveolar Epithelial Cell","WNT7B","FZD6_LRP6",0.00094154062862791,0,"WNT7B_FZD6_LRP6","WNT7B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Tumor Cell","WNT7B","FZD6_LRP6",0.00140468043775217,0,"WNT7B_FZD6_LRP6","WNT7B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Tumor Cell","WNT7B","FZD7_LRP6",0.0007321860598855,0,"WNT7B_FZD7_LRP6","WNT7B - (FZD7+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Fibroblast","WNT5A","FZD1",0.0226325113346591,0,"WNT5A_FZD1","WNT5A - FZD1","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Fibroblast","WNT5A","FZD1",0.00346209165635819,0,"WNT5A_FZD1","WNT5A - FZD1","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Fibroblast","WNT5A","FZD2",0.00421479762356069,0,"WNT5A_FZD2","WNT5A - FZD2","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Fibroblast","WNT5A","FZD2",0.000634607562975214,0,"WNT5A_FZD2","WNT5A - FZD2","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Ciliated Cell","WNT5A","FZD3",0.00546408802782508,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Ciliated Cell","WNT5A","FZD3",0.00082358659707864,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Endothelial Cell","WNT5A","FZD4",0.0109467194022117,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Endothelial Cell","WNT5A","FZD4",0.00165772939061465,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Alveolar Epithelial Cell","WNT5A","FZD5",0.00592755027507442,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Alveolar Epithelial Cell","WNT5A","FZD5",0.000893796692604935,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Alveolar Epithelial Cell","WNT5A","FZD6",0.00597017002615044,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Alveolar Epithelial Cell","WNT5A","FZD6",0.00090025596851933,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Ciliated Cell","WNT5A","FZD6",0.0155882377636307,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Ciliated Cell","WNT5A","FZD6",0.00237006130733337,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Endothelial Cell","WNT5A","FZD6",0.00771433179640863,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Endothelial Cell","WNT5A","FZD6",0.00116499812781257,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Tumor Cell","WNT5A","FZD6",0.0166064968805631,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Tumor Cell","WNT5A","FZD6",0.00252709564912943,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Tumor Cell","WNT5A","FZD7",0.00456057425251307,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Tumor Cell","WNT5A","FZD7",0.000686872557344096,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","CAF","WNT5A","MCAM",0.0133234060948776,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"Tumor Cell","CAF","WNT5A","MCAM",0.00202176831992584,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"Fibroblast","Endothelial Cell","WNT5A","MCAM",0.0211265574007708,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"Tumor Cell","Endothelial Cell","WNT5A","MCAM",0.00322751380836987,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","AREG","EGFR",0.00179392348606547,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","AREG","EGFR",0.00157913871726292,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Alveolar Epithelial Cell","AREG","EGFR",0.0037463394158846,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Alveolar Epithelial Cell","AREG","EGFR",0.000808821374186858,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Ciliated Cell","AREG","EGFR",0.000909499338421375,0.02,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","AREG","EGFR",0.000800520919019168,0.02,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Ciliated Cell","AREG","EGFR",0.00190118588978615,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Ciliated Cell","AREG","EGFR",0.000409864063546279,0.04,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Tumor Cell","AREG","EGFR",0.00335205511697637,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Tumor Cell","AREG","EGFR",0.00295126827530382,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Tumor Cell","AREG","EGFR",0.00698839084784965,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Tumor Cell","AREG","EGFR",0.00151262848249884,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00192695501576879,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00169626957354853,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00402357216023183,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.000868864522356883,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.00121297238850546,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","AREG","EGFR_ERBB2",0.00106766995016752,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.00253471594183415,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.000546714816243415,0.01,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Tumor Cell","AREG","EGFR_ERBB2",0.00187463555367754,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Tumor Cell","AREG","EGFR_ERBB2",0.00165020318059345,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Tumor Cell","AREG","EGFR_ERBB2",0.00391454994737454,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Tumor Cell","AREG","EGFR_ERBB2",0.000845249333453501,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Alveolar Epithelial Cell","BTC","EGFR",0.000326706225035254,0,"BTC_EGFR","BTC - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Ciliated Cell","BTC","EGFR",0.000165516495336839,0,"BTC_EGFR","BTC - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Tumor Cell","BTC","EGFR",0.000611250805540008,0,"BTC_EGFR","BTC - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Alveolar Epithelial Cell","BTC","EGFR_ERBB2",0.000350971951638336,0,"BTC_EGFR_ERBB2","BTC - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Ciliated Cell","BTC","EGFR_ERBB2",0.000220799320435703,0,"BTC_EGFR_ERBB2","BTC - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Tumor Cell","BTC","EGFR_ERBB2",0.000341427945565931,0,"BTC_EGFR_ERBB2","BTC - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Alveolar Epithelial Cell","HBEGF","EGFR",0.0012951081684796,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","HBEGF","EGFR",0.00525311543589385,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Ciliated Cell","HBEGF","EGFR",0.000656443773407681,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","HBEGF","EGFR",0.00266782928979023,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Tumor Cell","HBEGF","EGFR",0.00242103916831531,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Tumor Cell","HBEGF","EGFR",0.00978630962799506,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Alveolar Epithelial Cell","HBEGF","EGFR_ERBB2",0.00139120073070903,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","HBEGF","EGFR_ERBB2",0.00564121968710746,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Ciliated Cell","HBEGF","EGFR_ERBB2",0.000875553656763162,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","HBEGF","EGFR_ERBB2",0.0035559169139625,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Tumor Cell","HBEGF","EGFR_ERBB2",0.00135340800432253,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Tumor Cell","HBEGF","EGFR_ERBB2",0.00548860744343694,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"CAF","CAF","PDGFA","PDGFRA",0.000437643099272785,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"CAF","Fibroblast","PDGFA","PDGFRA",0.00201922925711083,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"CAF","CAF","PDGFA","PDGFRB",0.00403751284706253,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"CAF","Fibroblast","PDGFA","PDGFRB",0.00352207933926321,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"Endothelial Cell","CAF","PDGFB","PDGFRA",0.000659988405921087,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Endothelial Cell","Fibroblast","PDGFB","PDGFRA",0.00303785830864417,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Endothelial Cell","CAF","PDGFB","PDGFRB",0.00606126014961762,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"Endothelial Cell","Fibroblast","PDGFB","PDGFRB",0.00528731471932218,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"Fibroblast","CAF","PDGFC","PDGFRA",0.000250792053213324,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Fibroblast","Fibroblast","PDGFC","PDGFRA",0.00115930165984892,0,"PDGFC_PDGFRA","PDGFC - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Endothelial Cell","CAF","PDGFD","PDGFRB",0.00239113542067731,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"Endothelial Cell","Fibroblast","PDGFD","PDGFRB",0.0020859448127926,0,"PDGFD_PDGFRB","PDGFD - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"Alveolar Epithelial Cell","Endothelial Cell","VEGFA","FLT1",0.0121584919581715,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Fibroblast","Endothelial Cell","VEGFA","FLT1",0.00561840820721636,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Macrophage","Endothelial Cell","VEGFA","FLT1",0.0157148402030239,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mast Cell","Endothelial Cell","VEGFA","FLT1",0.00930515294342997,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Tumor Cell","Endothelial Cell","VEGFA","FLT1",0.0222471565866116,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Alveolar Epithelial Cell","Endothelial Cell","VEGFA","KDR",0.0105012358365881,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Fibroblast","Endothelial Cell","VEGFA","KDR",0.00484821926657345,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Macrophage","Endothelial Cell","VEGFA","KDR",0.013579501746246,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mast Cell","Endothelial Cell","VEGFA","KDR",0.00803365659635155,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Tumor Cell","Endothelial Cell","VEGFA","KDR",0.0192415562455974,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Fibroblast","Endothelial Cell","VEGFB","FLT1",0.010830142295186,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Macrophage","Endothelial Cell","VEGFB","FLT1",0.00799326865760588,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Tumor Cell","Endothelial Cell","VEGFB","FLT1",0.00714304749356653,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Endothelial Cell","Endothelial Cell","VEGFC","KDR",0.00377992014300597,0,"VEGFC_VEGFR2","VEGFC - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Alveolar Epithelial Cell","Endothelial Cell","VEGFA","FLT1_KDR",0.0122272666222323,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"Fibroblast","Endothelial Cell","VEGFA","FLT1_KDR",0.0056504004086181,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"Macrophage","Endothelial Cell","VEGFA","FLT1_KDR",0.0158034095734397,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"Mast Cell","Endothelial Cell","VEGFA","FLT1_KDR",0.00935794055480092,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"Tumor Cell","Endothelial Cell","VEGFA","FLT1_KDR",0.0223717055181356,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"Fibroblast","CAF","IGF2","IGF1R",0.000415786423129143,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"Fibroblast","Ciliated Cell","IGF2","IGF1R",0.000762508860959461,0,"IGF2_IGF1R","IGF2 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
