"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"Endothelial Cell","Macrophage","TGFB1","TGFbR1_R2",0.00078902350839236,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Macrophage","Macrophage","TGFB1","TGFbR1_R2",0.000914126107707253,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mast Cell","Macrophage","TGFB1","TGFbR1_R2",0.00122959277344074,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"T_NK Cell","Macrophage","TGFB1","TGFbR1_R2",0.00414642032802009,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Tumor Cell","Macrophage","TGFB1","TGFbR1_R2",0.00294460279989689,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CAF","Macrophage","TGFB3","TGFbR1_R2",0.000191386691851493,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Ciliated Cell","BMP2","BMPR1B_BMPR2",0.00165989550475594,0,"BMP2_BMPR1B_BMPR2","BMP2 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","GDF15","TGFBR2",0.00312290551371596,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Alveolar Epithelial Cell","GDF15","TGFBR2",0.00965279593315863,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","CAF","GDF15","TGFBR2",0.00339785614269415,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","CAF","GDF15","TGFBR2",0.0104966055473747,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Endothelial Cell","GDF15","TGFBR2",0.00580803068983969,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Endothelial Cell","GDF15","TGFBR2",0.0178518840573404,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Macrophage","GDF15","TGFBR2",0.000841757472961226,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Macrophage","GDF15","TGFBR2",0.00261435306003881,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Tumor Cell","GDF15","TGFBR2",0.000440201053683728,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Ciliated Cell","Tumor Cell","GDF15","TGFBR2",0.00136834636377163,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","AREG","EGFR",0.00645573850995901,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Alveolar Epithelial Cell","AREG","EGFR",0.00134950071497573,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","AREG","EGFR",0.00283004519465709,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Alveolar Epithelial Cell","AREG","EGFR",0.0104279322165403,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"T_NK Cell","Alveolar Epithelial Cell","AREG","EGFR",0.00799004037009386,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Alveolar Epithelial Cell","AREG","EGFR",0.00375275471025143,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","CAF","AREG","EGFR",0.00728887668149895,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","CAF","AREG","EGFR",0.00152467028804281,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","CAF","AREG","EGFR",0.00319677906126911,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","CAF","AREG","EGFR",0.0117676258402065,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"T_NK Cell","CAF","AREG","EGFR",0.0090193886540821,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","CAF","AREG","EGFR",0.00423855044920994,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Ciliated Cell","AREG","EGFR",0.0028391976171328,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Ciliated Cell","AREG","EGFR",0.000591798985335468,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","AREG","EGFR",0.00124209875487472,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Ciliated Cell","AREG","EGFR",0.00459644081556694,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"T_NK Cell","Ciliated Cell","AREG","EGFR",0.00351701758165815,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Ciliated Cell","AREG","EGFR",0.00164792893833231,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00548689516330784,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00114609075581276,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00240401028630474,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.0088682838553051,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"T_NK Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00679251126057313,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.0031882592634268,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.00364210168665132,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.000759639519490002,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","AREG","EGFR_ERBB2",0.00159407709960521,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.00589334330464412,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"T_NK Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.00451073702866291,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Tumor Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.00211466546465804,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","HBEGF","EGFR",0.00128932831646199,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Alveolar Epithelial Cell","HBEGF","EGFR",0.00146577439387758,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","HBEGF","EGFR",0.00736419539689927,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","CAF","HBEGF","EGFR",0.001456698709918,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","CAF","HBEGF","EGFR",0.00165601164040887,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","CAF","HBEGF","EGFR",0.00831359244625345,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Ciliated Cell","HBEGF","EGFR",0.000565392347232066,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Ciliated Cell","HBEGF","EGFR",0.000642830714953154,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","HBEGF","EGFR",0.00324039168887403,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","HBEGF","EGFR_ERBB2",0.00109497818565759,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Alveolar Epithelial Cell","HBEGF","EGFR_ERBB2",0.00124486037431896,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","HBEGF","EGFR_ERBB2",0.00625987460400005,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Ciliated Cell","HBEGF","EGFR_ERBB2",0.000725749114341014,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Ciliated Cell","HBEGF","EGFR_ERBB2",0.000825132445166684,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","HBEGF","EGFR_ERBB2",0.00415627758020345,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"CAF","Alveolar Epithelial Cell","FGF2","FGFR1",0.000427332916070958,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"CAF","CAF","FGF2","FGFR1",0.00372323749105947,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"CAF","Endothelial Cell","FGF2","FGFR1",0.000887470081983661,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"CAF","Alveolar Epithelial Cell","FGF2","FGFR2",0.000527564172007947,0,"FGF2_FGFR2","FGF2 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"CAF","Alveolar Epithelial Cell","FGF7","FGFR1",0.0018673434950773,0,"FGF7_FGFR1","FGF7 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"CAF","CAF","FGF7","FGFR1",0.0160908764348976,0,"FGF7_FGFR1","FGF7 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"CAF","Endothelial Cell","FGF7","FGFR1",0.00387202743103379,0,"FGF7_FGFR1","FGF7 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"CAF","Alveolar Epithelial Cell","FGF7","FGFR2",0.00230455160434869,0,"FGF7_FGFR2","FGF7 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"Alveolar Epithelial Cell","CAF","PDGFA","PDGFRA",0.00192582918356533,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Alveolar Epithelial Cell","CAF","PDGFA","PDGFRB",0.00228920916672144,0,"PDGFA_PDGFRB","PDGFA - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"Endothelial Cell","CAF","PDGFB","PDGFRA",0.0014658827850022,0,"PDGFB_PDGFRA","PDGFB - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
"Endothelial Cell","CAF","PDGFB","PDGFRB",0.00174241212089821,0,"PDGFB_PDGFRB","PDGFB - PDGFRB","PDGF","Secreted Signaling","PMID: 15207812"
"Alveolar Epithelial Cell","Endothelial Cell","VEGFA","FLT1",0.0332512849165964,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"CAF","Endothelial Cell","VEGFA","FLT1",0.00634661696235701,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mast Cell","Endothelial Cell","VEGFA","FLT1",0.0115261245390254,0,"VEGFA_VEGFR1","VEGFA - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Alveolar Epithelial Cell","Endothelial Cell","VEGFA","KDR",0.00876956867172205,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"CAF","Endothelial Cell","VEGFA","KDR",0.00164022423816895,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mast Cell","Endothelial Cell","VEGFA","KDR",0.00299037903385303,0,"VEGFA_VEGFR2","VEGFA - VEGFR2","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Alveolar Epithelial Cell","Endothelial Cell","VEGFB","FLT1",0.00585573419927197,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"CAF","Endothelial Cell","VEGFB","FLT1",0.0285035916028022,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Ciliated Cell","Endothelial Cell","VEGFB","FLT1",0.00647734070145117,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Macrophage","Endothelial Cell","VEGFB","FLT1",0.0100527825008517,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Mast Cell","Endothelial Cell","VEGFB","FLT1",0.008803884596315,0,"VEGFB_VEGFR1","VEGFB - VEGFR1","VEGF","Secreted Signaling","KEGG: hsa04370; PMID: 16633338"
"Alveolar Epithelial Cell","Endothelial Cell","VEGFA","FLT1_KDR",0.0179228590481692,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"CAF","Endothelial Cell","VEGFA","FLT1_KDR",0.00337757410399613,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"Mast Cell","Endothelial Cell","VEGFA","FLT1_KDR",0.00614902471302137,0,"VEGFA_VEGFR1R2","VEGFA - VEGFR1R2","VEGF","Secreted Signaling","PMID: 16633338"
"CAF","CAF","IGF1","IGF1R",0.000177571875073697,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"CAF","Ciliated Cell","IGF1","IGF1R",0.000503815193816367,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"CAF","Endothelial Cell","IGF1","IGF1R",0.000330801302082291,0,"IGF1_IGF1R","IGF1 - IGF1R","IGF","Secreted Signaling","PMID: 14604834"
"CAF","Endothelial Cell","IGF1","ITGA6_ITGB4",0.00106080987784606,0,"IGF1_ITGA6_ITGB4","IGF1 - (ITGA6+ITGB4)","IGF","Secreted Signaling","PMID: 28190785; PMID: 28873464"
"T_NK Cell","Macrophage","CCL5","CCR1",0.0145601060183419,0,"CCL5_CCR1","CCL5 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"Tumor Cell","Macrophage","CCL5","CCR1",0.0151693981747233,0,"CCL5_CCR1","CCL5 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"Macrophage","Macrophage","CCL3","CCR1",0.00355947015065727,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"Tumor Cell","Macrophage","CCL3","CCR1",0.00262487112736947,0,"CCL3_CCR1","CCL3 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"Ciliated Cell","Macrophage","CCL15","CCR1",0.000732076236500034,0,"CCL15_CCR1","CCL15 - CCR1","CCL","Secreted Signaling","KEGG: hsa04060"
"CAF","Endothelial Cell","CCL2","ACKR1",0.00807403304488585,0,"CCL2_ACKR1","CCL2 - ACKR1","CCL","Secreted Signaling","PMID: 26740381"
"Endothelial Cell","Endothelial Cell","CCL2","ACKR1",0.00657889564249979,0,"CCL2_ACKR1","CCL2 - ACKR1","CCL","Secreted Signaling","PMID: 26740381"
"T_NK Cell","Endothelial Cell","CCL5","ACKR1",0.0465543499165747,0,"CCL5_ACKR1","CCL5 - ACKR1","CCL","Secreted Signaling","PMID: 26740381"
"Tumor Cell","Endothelial Cell","CCL5","ACKR1",0.0484366873159453,0,"CCL5_ACKR1","CCL5 - ACKR1","CCL","Secreted Signaling","PMID: 26740381"
"Macrophage","Endothelial Cell","CCL18","ACKR1",0.0215661153022634,0,"CCL18_ACKR1","CCL18 - ACKR1","CCL","Secreted Signaling","PMID: 26740381"
"Alveolar Epithelial Cell","Endothelial Cell","CXCL1","ACKR1",0.0090316568039222,0,"CXCL1_ACKR1","CXCL1 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"Alveolar Epithelial Cell","Endothelial Cell","CXCL2","ACKR1",0.0288906125968799,0,"CXCL2_ACKR1","CXCL2 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"CAF","Endothelial Cell","CXCL2","ACKR1",0.00204326756963377,0,"CXCL2_ACKR1","CXCL2 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"Endothelial Cell","Endothelial Cell","CXCL2","ACKR1",0.0116405337615588,0,"CXCL2_ACKR1","CXCL2 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"Macrophage","Endothelial Cell","CXCL2","ACKR1",0.00961988574767846,0,"CXCL2_ACKR1","CXCL2 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"Alveolar Epithelial Cell","Endothelial Cell","CXCL3","ACKR1",0.00348111802277492,0,"CXCL3_ACKR1","CXCL3 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"Macrophage","Endothelial Cell","CXCL3","ACKR1",0.0284384491099014,0,"CXCL3_ACKR1","CXCL3 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"Alveolar Epithelial Cell","Endothelial Cell","CXCL8","ACKR1",0.00712796818837861,0,"CXCL8_ACKR1","CXCL8 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"Macrophage","Endothelial Cell","CXCL8","ACKR1",0.0120982264084192,0,"CXCL8_ACKR1","CXCL8 - ACKR1","CXCL","Secreted Signaling","PMID: 26740381"
"CAF","Macrophage","CXCL12","CXCR4",0.00369301665700679,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"Endothelial Cell","Macrophage","CXCL12","CXCR4",0.00310169756618837,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"CAF","Mast Cell","CXCL12","CXCR4",0.00887516192607092,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"Endothelial Cell","Mast Cell","CXCL12","CXCR4",0.00746030035904313,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"CAF","T_NK Cell","CXCL12","CXCR4",0.0267329052272705,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"Endothelial Cell","T_NK Cell","CXCL12","CXCR4",0.0225359267692727,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"CAF","Tumor Cell","CXCL12","CXCR4",0.0149438999814834,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"Endothelial Cell","Tumor Cell","CXCL12","CXCR4",0.0125738453539242,0,"CXCL12_CXCR4","CXCL12 - CXCR4","CXCL","Secreted Signaling","KEGG: hsa04060"
"CAF","CAF","CXCL12","ACKR3",0.00207334691501973,0,"CXCL12_ACKR3","CXCL12 - ACKR3","CXCL","Secreted Signaling","KEGG: hsa04060"
"Endothelial Cell","CAF","CXCL12","ACKR3",0.00174091322944215,0,"CXCL12_ACKR3","CXCL12 - ACKR3","CXCL","Secreted Signaling","KEGG: hsa04060"
"Alveolar Epithelial Cell","Macrophage","MIF","CD74_CXCR4",0.0189649135452228,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Ciliated Cell","Macrophage","MIF","CD74_CXCR4",0.0253207227808335,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T_NK Cell","Macrophage","MIF","CD74_CXCR4",0.0108658193573026,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor Cell","Macrophage","MIF","CD74_CXCR4",0.0186250024743194,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Alveolar Epithelial Cell","Mast Cell","MIF","CD74_CXCR4",0.018719326736477,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Ciliated Cell","Mast Cell","MIF","CD74_CXCR4",0.0249949281696987,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T_NK Cell","Mast Cell","MIF","CD74_CXCR4",0.0107239655841208,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor Cell","Mast Cell","MIF","CD74_CXCR4",0.0183837348720249,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Alveolar Epithelial Cell","T_NK Cell","MIF","CD74_CXCR4",0.0161247746257149,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Ciliated Cell","T_NK Cell","MIF","CD74_CXCR4",0.021549661609147,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor Cell","T_NK Cell","MIF","CD74_CXCR4",0.0158349461542528,0.02,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Alveolar Epithelial Cell","Tumor Cell","MIF","CD74_CXCR4",0.0212640955271422,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Ciliated Cell","Tumor Cell","MIF","CD74_CXCR4",0.0283681602008476,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"T_NK Cell","Tumor Cell","MIF","CD74_CXCR4",0.0121953260168247,0,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Tumor Cell","Tumor Cell","MIF","CD74_CXCR4",0.0208838530937323,0.01,"MIF_CD74_CXCR4","MIF - (CD74+CXCR4)","MIF","Secreted Signaling","PMID: 29637711; PMID: 24760155"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","MIF","CD74_CD44",0.0290225672164603,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Ciliated Cell","Alveolar Epithelial Cell","MIF","CD74_CD44",0.0386163703484897,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"T_NK Cell","Alveolar Epithelial Cell","MIF","CD74_CD44",0.0167014066772214,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Tumor Cell","Alveolar Epithelial Cell","MIF","CD74_CD44",0.0285076295350231,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Alveolar Epithelial Cell","Macrophage","MIF","CD74_CD44",0.0440571381568945,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"CAF","Macrophage","MIF","CD74_CD44",0.0167928329727442,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Ciliated Cell","Macrophage","MIF","CD74_CD44",0.0583223038722676,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Endothelial Cell","Macrophage","MIF","CD74_CD44",0.0143520623693462,0.03,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
"Mast Cell","Macrophage","MIF","CD74_CD44",0.0207428966995812,0,"MIF_CD74_CD44","MIF - (CD74+CD44)","MIF","Secreted Signaling","PMID: 29637711; PMID: 26175090"
