"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"CAF","Fibroblast","TGFB1","TGFbR1_R2",0.000360152271536993,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelial Cell","Fibroblast","TGFB1","TGFbR1_R2",0.00067351382961084,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Macrophage","Fibroblast","TGFB1","TGFbR1_R2",0.000624107994224188,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mast Cell","Fibroblast","TGFB1","TGFbR1_R2",0.000737120345351428,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Tumor Cell","Fibroblast","TGFB1","TGFbR1_R2",0.0005439603599043,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CAF","Macrophage","TGFB1","TGFbR1_R2",0.00131594494003995,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Endothelial Cell","Macrophage","TGFB1","TGFbR1_R2",0.00246104818590028,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Macrophage","Macrophage","TGFB1","TGFbR1_R2",0.00228051128076909,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Mast Cell","Macrophage","TGFB1","TGFbR1_R2",0.00269372336012091,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Tumor Cell","Macrophage","TGFB1","TGFbR1_R2",0.00198757177303365,0,"TGFB1_TGFBR1_TGFBR2","TGFB1 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CAF","Fibroblast","TGFB3","TGFbR1_R2",0.000323087872536533,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast","Fibroblast","TGFB3","TGFbR1_R2",0.000105407042833842,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CAF","Macrophage","TGFB3","TGFbR1_R2",0.00118047154839434,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"Fibroblast","Macrophage","TGFB3","TGFbR1_R2",0.000385118696611966,0,"TGFB3_TGFBR1_TGFBR2","TGFB3 - (TGFBR1+TGFBR2)","TGFb","Secreted Signaling","KEGG: hsa04350"
"CAF","Alveolar Epithelial Cell","TGFB1","ACVR1B_TGFbR2",0.000681884002999839,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Endothelial Cell","Alveolar Epithelial Cell","TGFB1","ACVR1B_TGFbR2",0.0012754016435158,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Macrophage","Alveolar Epithelial Cell","TGFB1","ACVR1B_TGFbR2",0.00118183359793268,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Mast Cell","Alveolar Epithelial Cell","TGFB1","ACVR1B_TGFbR2",0.00139630551044855,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Tumor Cell","Alveolar Epithelial Cell","TGFB1","ACVR1B_TGFbR2",0.00102992461046754,0,"TGFB1_ACVR1B_TGFBR2","TGFB1 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"CAF","Alveolar Epithelial Cell","TGFB3","ACVR1B_TGFbR2",0.000611628000825565,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"Fibroblast","Alveolar Epithelial Cell","TGFB3","ACVR1B_TGFbR2",0.000199527228593769,0,"TGFB3_ACVR1B_TGFBR2","TGFB3 - (ACVR1B+TGFBR2)","TGFb","Secreted Signaling","PMID: 27449815"
"CAF","Fibroblast","TGFB1","ACVR1_TGFbR",0.00186517728047136,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Endothelial Cell","Fibroblast","TGFB1","ACVR1_TGFbR",0.00211870387739704,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Macrophage","Fibroblast","TGFB1","ACVR1_TGFbR",0.00210582049594294,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Mast Cell","Fibroblast","TGFB1","ACVR1_TGFbR",0.00259032266013069,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Tumor Cell","Fibroblast","TGFB1","ACVR1_TGFbR",0.00191127909487565,0,"TGFB1_ACVR1_TGFBR1","TGFB1 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"CAF","Fibroblast","TGFB3","ACVR1_TGFbR",0.00167316218415006,0,"TGFB3_ACVR1_TGFBR1","TGFB3 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Fibroblast","Fibroblast","TGFB3","ACVR1_TGFbR",0.00155935489465489,0,"TGFB3_ACVR1_TGFBR1","TGFB3 - (ACVR1+TGFBR1)","TGFb","Secreted Signaling","PMID: 29376829"
"Tumor Cell","CAF","BMP7","ACVR1_BMPR2",0.000559143557034004,0,"BMP7_ACVR1_BMPR2","BMP7 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Tumor Cell","Fibroblast","BMP7","ACVR1_BMPR2",0.000857532057333232,0,"BMP7_ACVR1_BMPR2","BMP7 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Tumor Cell","Tumor Cell","BMP7","ACVR1_BMPR2",0.00040497519718611,0,"BMP7_ACVR1_BMPR2","BMP7 - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Tumor Cell","Ciliated Cell","BMP7","BMPR1A_BMPR2",0.000666982447462476,0,"BMP7_BMPR1A_BMPR2","BMP7 - (BMPR1A+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","GDF15","TGFBR2",0.00205835802832036,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","CAF","GDF15","TGFBR2",0.00199956527104896,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Endothelial Cell","GDF15","TGFBR2",0.0173405378210393,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Fibroblast","GDF15","TGFBR2",0.00567644111858253,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Macrophage","GDF15","TGFBR2",0.00412949494987657,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Alveolar Epithelial Cell","Mast Cell","GDF15","TGFBR2",0.00206927112907587,0,"GDF15_TGFBR2","GDF15 - TGFBR2","GDF","Secreted Signaling","KEGG: hsa04350"
"Fibroblast","Alveolar Epithelial Cell","WNT2","FZD5_LRP5",0.000106745155913093,0,"WNT2_FZD5_LRP5","WNT2 - (FZD5+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Alveolar Epithelial Cell","WNT2","FZD6_LRP5",0.00011848705650761,0,"WNT2_FZD6_LRP5","WNT2 - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Alveolar Epithelial Cell","WNT2B","FZD5_LRP5",0.000428260492636511,0,"WNT2B_FZD5_LRP5","WNT2B - (FZD5+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Alveolar Epithelial Cell","WNT2B","FZD6_LRP5",0.000475365209784002,0,"WNT2B_FZD6_LRP5","WNT2B - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Alveolar Epithelial Cell","WNT7B","FZD5_LRP5",0.000195351570001042,0,"WNT7B_FZD5_LRP5","WNT7B - (FZD5+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Alveolar Epithelial Cell","WNT7B","FZD6_LRP5",0.000216845104464858,0,"WNT7B_FZD6_LRP5","WNT7B - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Ciliated Cell","WNT2","FZD3_LRP6",0.000600624468627037,0,"WNT2_FZD3_LRP6","WNT2 - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Endothelial Cell","WNT2","FZD4_LRP6",0.000453005414873136,0,"WNT2_FZD4_LRP6","WNT2 - (FZD4+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Alveolar Epithelial Cell","WNT2","FZD5_LRP6",0.000281202495458909,0,"WNT2_FZD5_LRP6","WNT2 - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Alveolar Epithelial Cell","WNT2","FZD6_LRP6",0.000312108662107158,0,"WNT2_FZD6_LRP6","WNT2 - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Ciliated Cell","WNT2","FZD6_LRP6",0.000411569142780217,0,"WNT2_FZD6_LRP6","WNT2 - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Endothelial Cell","WNT2","FZD6_LRP6",0.000257220075082682,0,"WNT2_FZD6_LRP6","WNT2 - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Ciliated Cell","WNT2","FZD7_LRP6",0.000204081779160811,0,"WNT2_FZD7_LRP6","WNT2 - (FZD7+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Ciliated Cell","WNT2B","FZD3_LRP6",0.0024090190709755,0,"WNT2B_FZD3_LRP6","WNT2B - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Endothelial Cell","WNT2B","FZD4_LRP6",0.00181684851947236,0,"WNT2B_FZD4_LRP6","WNT2B - (FZD4+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Alveolar Epithelial Cell","WNT2B","FZD5_LRP6",0.00112805218934186,0,"WNT2B_FZD5_LRP6","WNT2B - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Alveolar Epithelial Cell","WNT2B","FZD6_LRP6",0.0012520077584466,0,"WNT2B_FZD6_LRP6","WNT2B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Ciliated Cell","WNT2B","FZD6_LRP6",0.00165092828663695,0,"WNT2B_FZD6_LRP6","WNT2B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Endothelial Cell","WNT2B","FZD6_LRP6",0.00103180067717179,0,"WNT2B_FZD6_LRP6","WNT2B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Ciliated Cell","Ciliated Cell","WNT2B","FZD7_LRP6",0.000818733429432264,0,"WNT2B_FZD7_LRP6","WNT2B - (FZD7+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Ciliated Cell","WNT7B","FZD3_LRP6",0.0011001121673564,0,"WNT7B_FZD3_LRP6","WNT7B - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Endothelial Cell","WNT7B","FZD4_LRP6",0.000829855709092879,0,"WNT7B_FZD4_LRP6","WNT7B - (FZD4+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Alveolar Epithelial Cell","WNT7B","FZD5_LRP6",0.000514797252612891,0,"WNT7B_FZD5_LRP6","WNT7B - (FZD5+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Alveolar Epithelial Cell","WNT7B","FZD6_LRP6",0.000571411732366614,0,"WNT7B_FZD6_LRP6","WNT7B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Ciliated Cell","WNT7B","FZD6_LRP6",0.00075358663334458,0,"WNT7B_FZD6_LRP6","WNT7B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Endothelial Cell","WNT7B","FZD6_LRP6",0.000470954252160477,0,"WNT7B_FZD6_LRP6","WNT7B - (FZD6+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Tumor Cell","Ciliated Cell","WNT7B","FZD7_LRP6",0.000373539989846569,0,"WNT7B_FZD7_LRP6","WNT7B - (FZD7+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"Fibroblast","Fibroblast","WNT5A","FZD1",0.0355252320421884,0,"WNT5A_FZD1","WNT5A - FZD1","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Fibroblast","WNT5A","FZD1",0.00324954314096051,0,"WNT5A_FZD1","WNT5A - FZD1","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Ciliated Cell","WNT5A","FZD3",0.0340854707593823,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Ciliated Cell","WNT5A","FZD3",0.00311362330660127,0,"WNT5A_FZD3","WNT5A - FZD3","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Endothelial Cell","WNT5A","FZD4",0.0358228696487763,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Endothelial Cell","WNT5A","FZD4",0.00327768744680673,0,"WNT5A_FZD4","WNT5A - FZD4","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Alveolar Epithelial Cell","WNT5A","FZD5",0.00733883065678974,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Alveolar Epithelial Cell","WNT5A","FZD5",0.000653930437550165,0,"WNT5A_FZD5","WNT5A - FZD5","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Alveolar Epithelial Cell","WNT5A","FZD6",0.00902769708509389,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Alveolar Epithelial Cell","WNT5A","FZD6",0.000805666368907083,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Ciliated Cell","WNT5A","FZD6",0.0162760022596199,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Ciliated Cell","WNT5A","FZD6",0.00146227401933768,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Endothelial Cell","WNT5A","FZD6",0.0118099795115417,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Endothelial Cell","WNT5A","FZD6",0.00105666991506725,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Tumor Cell","WNT5A","FZD6",0.0106271634638574,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Tumor Cell","WNT5A","FZD6",0.000949805101393056,0,"WNT5A_FZD6","WNT5A - FZD6","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Ciliated Cell","WNT5A","FZD7",0.00404519834383004,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Ciliated Cell","WNT5A","FZD7",0.000359363450105112,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","Tumor Cell","WNT5A","FZD7",0.0072784538770398,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Tumor Cell","Tumor Cell","WNT5A","FZD7",0.00064851460228283,0,"WNT5A_FZD7","WNT5A - FZD7","ncWNT","Secreted Signaling","KEGG: hsa04310"
"Fibroblast","CAF","WNT5A","MCAM",0.0203389046544401,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"Tumor Cell","CAF","WNT5A","MCAM",0.00183418948656671,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"Fibroblast","Endothelial Cell","WNT5A","MCAM",0.0481863665816362,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"Tumor Cell","Endothelial Cell","WNT5A","MCAM",0.00446087856354432,0,"WNT5A_MCAM","WNT5A - MCAM","ncWNT","Secreted Signaling","PMID: 24335906"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","AREG","EGFR",0.00209555167823452,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"B Cell","Alveolar Epithelial Cell","AREG","EGFR",0.0050697456714114,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","AREG","EGFR",0.00693402955616125,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Alveolar Epithelial Cell","AREG","EGFR",0.0495436680770087,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Ciliated Cell","AREG","EGFR",0.000698697209464502,0.03,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"B Cell","Ciliated Cell","AREG","EGFR",0.00169371556680893,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","AREG","EGFR",0.00231943517324858,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Ciliated Cell","AREG","EGFR",0.0170595022715555,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Tumor Cell","AREG","EGFR",0.00567657929260951,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"B Cell","Tumor Cell","AREG","EGFR",0.0136636955652431,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Tumor Cell","AREG","EGFR",0.018629037406467,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Tumor Cell","AREG","EGFR",0.124122116403477,0,"AREG_EGFR","AREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00209654232251736,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"B Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00507213518003396,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.00693729162556367,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Alveolar Epithelial Cell","AREG","EGFR_ERBB2",0.0495659750667449,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Alveolar Epithelial Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.000796230171415003,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"B Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.00192987748896619,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","AREG","EGFR_ERBB2",0.00264261287504723,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Mast Cell","Ciliated Cell","AREG","EGFR_ERBB2",0.0193965528548673,0,"AREG_EGFR_ERBB2","AREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Alveolar Epithelial Cell","HBEGF","EGFR",0.00481205976272704,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","HBEGF","EGFR",0.0147349223184995,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Ciliated Cell","HBEGF","EGFR",0.00160734987684936,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","HBEGF","EGFR",0.00495473846360716,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Tumor Cell","HBEGF","EGFR",0.0129748913909415,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Tumor Cell","HBEGF","EGFR",0.0390693710658433,0,"HBEGF_EGFR","HBEGF - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Alveolar Epithelial Cell","HBEGF","EGFR_ERBB2",0.00481432840469324,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","HBEGF","EGFR_ERBB2",0.0147417997891137,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Endothelial Cell","Ciliated Cell","HBEGF","EGFR_ERBB2",0.00183149155857015,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","HBEGF","EGFR_ERBB2",0.00564302836706182,0,"HBEGF_EGFR_ERBB2","HBEGF - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","EREG","EGFR",0.00714241147311431,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","EREG","EGFR",0.00238947267446902,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Tumor Cell","EREG","EGFR",0.0191820896817166,0,"EREG_EGFR","EREG - EGFR","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Alveolar Epithelial Cell","EREG","EGFR_ERBB2",0.00714577086903817,0,"EREG_EGFR_ERBB2","EREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Macrophage","Ciliated Cell","EREG","EGFR_ERBB2",0.00272238239885863,0,"EREG_EGFR_ERBB2","EREG - (EGFR+ERBB2)","EGF","Secreted Signaling","KEGG: hsa04012"
"Ciliated Cell","CAF","FGF1","FGFR1",0.000213778769251569,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Ciliated Cell","FGF1","FGFR1",0.000480237021203036,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Endothelial Cell","FGF1","FGFR1",0.000545883804850327,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Fibroblast","FGF1","FGFR1",0.00196612342542385,0,"FGF1_FGFR1","FGF1 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Alveolar Epithelial Cell","FGF1","FGFR2",0.000397024875097254,0,"FGF1_FGFR2","FGF1 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Tumor Cell","FGF1","FGFR3",0.00019369281263504,0,"FGF1_FGFR3","FGF1 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","CAF","FGF2","FGFR1",0.000943773155329292,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Ciliated Cell","FGF2","FGFR1",0.00211818370910298,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Endothelial Cell","FGF2","FGFR1",0.00240719305555108,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Fibroblast","FGF2","FGFR1",0.00862824167921552,0,"FGF2_FGFR1","FGF2 - FGFR1","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Alveolar Epithelial Cell","FGF2","FGFR2",0.00175165688147793,0,"FGF2_FGFR2","FGF2 - FGFR2","FGF","Secreted Signaling","PMC: 4393358"
"Ciliated Cell","Tumor Cell","FGF2","FGFR3",0.000855157970718981,0,"FGF2_FGFR3","FGF2 - FGFR3","FGF","Secreted Signaling","PMC: 4393358"
"Alveolar Epithelial Cell","CAF","PDGFA","PDGFRA",0.000455460088020131,0,"PDGFA_PDGFRA","PDGFA - PDGFRA","PDGF","Secreted Signaling","PMID: 15207812"
